County,State,Date,cumulative_cases,new_cases,Pop_Vacs,Pop_Vacs_Pct,Vaccinations
Sierra County,CA,2021-01-20,51,11,0,0,0
Sierra County,CA,2021-01-27,55,4,0,0,0
Sierra County,CA,2021-02-03,55,0,0,0,0
Sierra County,CA,2021-02-10,57,2,0,0,0
Sierra County,CA,2021-02-17,60,3,0,0,0
Sierra County,CA,2021-02-24,60,0,0,0,0
Sierra County,CA,2021-03-03,61,1,0,0,0
Sierra County,CA,2021-03-10,61,0,0,0,0
Sierra County,CA,2021-03-17,62,1,0,0,0
Sierra County,CA,2021-03-24,63,1,0,0,0
Sierra County,CA,2021-03-31,63,0,0,0,0
Sierra County,CA,2021-04-07,64,1,0,0,0
Sierra County,CA,2021-04-14,64,0,0,0,0
Sierra County,CA,2021-04-21,64,0,0,0,0
Sierra County,CA,2021-04-28,64,0,0,0,0
Sierra County,CA,2021-05-05,67,3,0,0,0
Sierra County,CA,2021-05-12,67,0,0,0,0
Sierra County,CA,2021-05-19,67,0,0,0,0
Sierra County,CA,2021-05-26,67,0,0,0,0
Sierra County,CA,2021-06-02,68,1,0,0,0
Sierra County,CA,2021-06-09,68,0,0,0,0
Sierra County,CA,2021-06-16,68,0,0,0,0
Sierra County,CA,2021-06-23,70,2,0,0,0
Sierra County,CA,2021-06-30,72,2,0,0,0
Sierra County,CA,2021-07-07,73,1,0,0,0
Sierra County,CA,2021-07-14,75,2,0,0,0
Sierra County,CA,2021-07-21,77,2,0,0,0
Sierra County,CA,2021-07-28,78,1,0,0,0
Sierra County,CA,2021-08-04,85,7,0,0,0
Sierra County,CA,2021-08-11,89,4,0,0,0
Sierra County,CA,2021-08-18,96,7,0,0,0
Sierra County,CA,2021-08-25,104,8,0,0,0
Sierra County,CA,2021-09-01,109,5,0,0,0
Sierra County,CA,2021-09-08,125,16,0,0,0
Sierra County,CA,2021-09-15,137,12,0,0,0
Sierra County,CA,2021-09-22,141,4,0,0,0
Sierra County,CA,2021-09-29,144,3,0,0,0
Sierra County,CA,2021-10-06,152,8,0,0,0
Sierra County,CA,2021-10-13,172,20,0,0,0
Sierra County,CA,2021-10-20,187,15,0,0,0
Sierra County,CA,2021-10-27,190,3,0,0,0
Sierra County,CA,2021-11-03,201,11,0,0,0
Sierra County,CA,2021-11-10,208,7,0,0,0
Sierra County,CA,2021-11-17,211,3,0,0,0
Sierra County,CA,2021-11-24,216,5,0,0,0
Sierra County,CA,2021-12-01,217,1,0,0,0
Sierra County,CA,2021-12-08,221,4,0,0,0
Sierra County,CA,2021-12-15,221,0,0,0,0
Sierra County,CA,2021-12-22,223,2,0,0,0
Sierra County,CA,2021-12-29,228,5,0,0,0
Sonoma County,CA,2021-01-06,20367,1466,0,0,0
Sonoma County,CA,2021-01-13,22526,2159,11092,2.2,11092
Sonoma County,CA,2021-01-20,24260,1734,15380,3.1,4288
Sonoma County,CA,2021-01-27,25409,1149,26618,5.4,11238
Sonoma County,CA,2021-02-03,26198,789,39435,8,12817
Sonoma County,CA,2021-02-10,26985,787,58570,11.8,19135
Sonoma County,CA,2021-02-17,27558,573,79069,16,20499
Sonoma County,CA,2021-02-24,28084,526,93815,19,14746
Sonoma County,CA,2021-03-03,28483,399,108701,22,14886
Sonoma County,CA,2021-03-10,28830,347,116359,23.5,7658
Sonoma County,CA,2021-03-17,29094,264,137585,27.8,21226
Sonoma County,CA,2021-03-24,29277,183,161686,32.7,24101
Sonoma County,CA,2021-03-31,29474,197,183810,37.2,22124
Sonoma County,CA,2021-04-07,29675,201,202126,40.9,18316
Sonoma County,CA,2021-04-14,29841,166,222270,45,20144
Sonoma County,CA,2021-04-21,29978,137,244791,49.5,22521
Sonoma County,CA,2021-04-28,30073,95,259788,52.6,14997
Sonoma County,CA,2021-05-05,30192,119,274093,55.4,14305
Sonoma County,CA,2021-05-12,30296,104,283366,57.3,9273
Sonoma County,CA,2021-05-19,30385,89,292992,59.3,9626
Sonoma County,CA,2021-05-26,30541,156,302351,61.2,9359
Sonoma County,CA,2021-06-02,30665,124,307848,62.3,5497
Sonoma County,CA,2021-06-09,30875,210,313774,63.5,5926
Sonoma County,CA,2021-06-16,31067,192,318284,64.4,4510
Sonoma County,CA,2021-06-23,31299,232,322357,65.2,4073
Sonoma County,CA,2021-06-30,31318,19,327801,66.3,5444
Sonoma County,CA,2021-07-07,31502,184,330925,66.9,3124
Sonoma County,CA,2021-07-14,31806,304,335170,67.8,4245
Sonoma County,CA,2021-07-21,32144,338,339010,68.6,3840
Sonoma County,CA,2021-07-28,32759,615,343069,69.4,4059
Sonoma County,CA,2021-08-04,33650,891,347317,70.3,4248
Sonoma County,CA,2021-08-11,34469,819,352950,71.4,5633
Sonoma County,CA,2021-08-18,35381,912,356680,72.2,3730
Sonoma County,CA,2021-08-25,36300,919,359374,72.7,2694
Sonoma County,CA,2021-09-01,37842,1542,364012,73.6,4638
Sonoma County,CA,2021-09-08,38480,638,366013,74,2001
Sonoma County,CA,2021-09-15,39074,594,368306,74.5,2293
Sonoma County,CA,2021-09-22,39533,459,370477,74.9,2171
Sonoma County,CA,2021-09-29,39890,357,372340,75.3,1863
Sonoma County,CA,2021-10-06,40256,366,374906,75.8,2566
Sonoma County,CA,2021-10-13,40612,356,377185,76.3,2279
Sonoma County,CA,2021-10-20,40893,281,378993,76.7,1808
Sonoma County,CA,2021-10-27,41313,420,381244,77.1,2251
Sonoma County,CA,2021-11-03,41815,502,383213,77.5,1969
Sonoma County,CA,2021-11-10,42260,445,385765,78,2552
Sonoma County,CA,2021-11-17,42595,335,392265,79.4,6500
Sonoma County,CA,2021-11-24,42918,323,397120,80.3,4855
Sonoma County,CA,2021-12-01,43230,312,400117,80.9,2997
Sonoma County,CA,2021-12-08,43741,511,404110,81.7,3993
Sonoma County,CA,2021-12-15,44134,393,407824,82.5,3714
Sonoma County,CA,2021-12-22,44672,538,411566,83.3,3742
Sonoma County,CA,2021-12-29,45825,1153,414113,83.8,2547
Tehama County,CA,2021-01-06,3605,336,0,0,0
Tehama County,CA,2021-01-13,3987,382,0,0,0
Tehama County,CA,2021-01-20,4322,335,838,1.3,838
Tehama County,CA,2021-01-27,4578,256,1438,2.2,600
Tehama County,CA,2021-02-03,4763,185,1978,3,540
Tehama County,CA,2021-02-10,4900,137,3915,6,1937
Tehama County,CA,2021-02-17,4993,93,5342,8.2,1427
Tehama County,CA,2021-02-24,5051,58,5869,9,527
Tehama County,CA,2021-03-03,5095,44,6655,10.2,786
Tehama County,CA,2021-03-10,5124,29,7477,11.5,822
Tehama County,CA,2021-03-17,5169,45,8743,13.4,1266
Tehama County,CA,2021-03-24,5220,51,10275,15.8,1532
Tehama County,CA,2021-03-31,5271,51,11791,18.1,1516
Tehama County,CA,2021-04-07,5330,59,13262,20.4,1471
Tehama County,CA,2021-04-14,5392,62,14674,22.5,1412
Tehama County,CA,2021-04-21,5436,44,15767,24.2,1093
Tehama County,CA,2021-04-28,5482,46,16629,25.6,862
Tehama County,CA,2021-05-05,5527,45,17170,26.4,541
Tehama County,CA,2021-05-12,5554,27,17741,27.3,571
Tehama County,CA,2021-05-19,5594,40,18249,28,508
Tehama County,CA,2021-05-26,5632,38,18892,29,643
Tehama County,CA,2021-06-02,5669,37,19228,29.5,336
Tehama County,CA,2021-06-09,5685,16,19511,30,283
Tehama County,CA,2021-06-16,5695,10,19831,30.5,320
Tehama County,CA,2021-06-23,5714,19,20153,31,322
Tehama County,CA,2021-06-30,5722,8,20550,31.6,397
Tehama County,CA,2021-07-07,5727,5,20790,31.9,240
Tehama County,CA,2021-07-14,5748,21,21092,32.4,302
Tehama County,CA,2021-07-21,5761,13,21338,32.8,246
Tehama County,CA,2021-07-28,5807,46,21715,33.4,377
Tehama County,CA,2021-08-04,5907,100,22140,34,425
Tehama County,CA,2021-08-11,6055,148,22674,34.8,534
Tehama County,CA,2021-08-18,6323,268,23179,35.6,505
Tehama County,CA,2021-08-25,6654,331,23580,36.2,401
Tehama County,CA,2021-09-01,7117,463,24248,37.3,668
Tehama County,CA,2021-09-08,7555,438,24620,37.8,372
Tehama County,CA,2021-09-15,8012,457,25065,38.5,445
Tehama County,CA,2021-09-22,8374,362,25504,39.2,439
Tehama County,CA,2021-09-29,8645,271,25873,39.8,369
Tehama County,CA,2021-10-06,8924,279,26194,40.2,321
Tehama County,CA,2021-10-13,9185,261,26502,40.7,308
Tehama County,CA,2021-10-20,9479,294,26768,41.1,266
Tehama County,CA,2021-10-27,9725,246,27017,41.5,249
Tehama County,CA,2021-11-03,9921,196,27303,42,286
Tehama County,CA,2021-11-10,10065,144,27569,42.4,266
Tehama County,CA,2021-11-17,10149,84,27945,42.9,376
Tehama County,CA,2021-11-24,10219,70,28260,43.4,315
Tehama County,CA,2021-12-01,10284,65,28477,43.8,217
Tehama County,CA,2021-12-08,10327,43,28761,44.2,284
Tehama County,CA,2021-12-15,10375,48,29019,44.6,258
Tehama County,CA,2021-12-22,10425,50,29330,45.1,311
Tehama County,CA,2021-12-29,10498,73,29547,45.4,217
Yuba County,CA,2021-01-06,4097,334,0,0,0
Yuba County,CA,2021-01-13,4445,348,0,0,0
Yuba County,CA,2021-01-20,4758,313,1808,2.3,1808
Yuba County,CA,2021-01-27,5015,257,2972,3.8,1164
Yuba County,CA,2021-02-03,5188,173,4050,5.1,1078
Yuba County,CA,2021-02-10,5315,127,5244,6.7,1194
Yuba County,CA,2021-02-17,5415,100,6529,8.3,1285
Yuba County,CA,2021-02-24,5503,88,7512,9.5,983
Yuba County,CA,2021-03-03,5564,61,8431,10.7,919
Yuba County,CA,2021-03-10,5628,64,9342,11.9,911
Yuba County,CA,2021-03-17,5688,60,10441,13.3,1099
Yuba County,CA,2021-03-24,5725,37,12795,16.3,2354
Yuba County,CA,2021-03-31,5786,61,14609,18.6,1814
Yuba County,CA,2021-04-07,5847,61,16451,20.9,1842
Yuba County,CA,2021-04-14,5892,45,18736,23.8,2285
Yuba County,CA,2021-04-21,5933,41,20643,26.2,1907
Yuba County,CA,2021-04-28,5974,41,21803,27.7,1160
Yuba County,CA,2021-05-05,6012,38,22677,28.8,874
Yuba County,CA,2021-05-12,6072,60,23571,30,894
Yuba County,CA,2021-05-19,6112,40,24580,31.2,1009
Yuba County,CA,2021-05-26,6152,40,25779,32.8,1199
Yuba County,CA,2021-06-02,6197,45,26831,34.1,1052
Yuba County,CA,2021-06-09,6236,39,27447,34.9,616
Yuba County,CA,2021-06-16,6263,27,28071,35.7,624
Yuba County,CA,2021-06-23,6314,51,28689,36.5,618
Yuba County,CA,2021-06-30,6321,7,29960,38.1,1271
Yuba County,CA,2021-07-07,6364,43,30439,38.7,479
Yuba County,CA,2021-07-14,6412,48,31028,39.4,589
Yuba County,CA,2021-07-21,6528,116,31558,40.1,530
Yuba County,CA,2021-07-28,6708,180,32278,41,720
Yuba County,CA,2021-08-04,6940,232,33140,42.1,862
Yuba County,CA,2021-08-11,7195,255,34092,43.3,952
Yuba County,CA,2021-08-18,7526,331,35049,44.6,957
Yuba County,CA,2021-08-25,7900,374,35792,45.5,743
Yuba County,CA,2021-09-01,8437,537,36829,46.8,1037
Yuba County,CA,2021-09-08,8833,396,37447,47.6,618
Yuba County,CA,2021-09-15,9131,298,38385,48.8,938
Yuba County,CA,2021-09-22,9346,215,39258,49.9,873
Yuba County,CA,2021-09-29,9544,198,40085,51,827
Yuba County,CA,2021-10-06,9735,191,40618,51.6,533
Yuba County,CA,2021-10-13,9937,202,40987,52.1,369
Yuba County,CA,2021-10-20,10094,157,41657,53,670
Yuba County,CA,2021-10-27,10238,144,42089,53.5,432
Yuba County,CA,2021-11-03,10418,180,42391,53.9,302
Yuba County,CA,2021-11-10,10527,109,42755,54.3,364
Yuba County,CA,2021-11-17,10629,102,43239,55,484
Yuba County,CA,2021-11-24,10710,81,43709,55.6,470
Yuba County,CA,2021-12-01,10778,68,44016,56,307
Yuba County,CA,2021-12-08,10896,118,44423,56.5,407
Yuba County,CA,2021-12-15,10992,96,44861,57,438
Yuba County,CA,2021-12-22,11096,104,45282,57.6,421
Yuba County,CA,2021-12-29,11213,117,45580,57.9,298
Alpine County,CA,2021-01-06,70,5,0,0,0
Alpine County,CA,2021-01-13,71,1,0,0,0
Alpine County,CA,2021-01-20,71,0,0,0,0
Alpine County,CA,2021-01-27,72,1,0,0,0
Alpine County,CA,2021-02-03,72,0,0,0,0
Alpine County,CA,2021-02-10,76,4,0,0,0
Alpine County,CA,2021-02-17,76,0,0,0,0
Alpine County,CA,2021-02-24,77,1,0,0,0
Alpine County,CA,2021-03-03,77,0,0,0,0
Alpine County,CA,2021-03-10,78,1,0,0,0
Alpine County,CA,2021-03-17,82,4,0,0,0
Alpine County,CA,2021-03-24,84,2,0,0,0
Alpine County,CA,2021-03-31,85,1,0,0,0
Alpine County,CA,2021-04-07,85,0,0,0,0
Alpine County,CA,2021-04-14,85,0,0,0,0
Alpine County,CA,2021-04-21,85,0,0,0,0
Alpine County,CA,2021-04-28,88,3,0,0,0
Alpine County,CA,2021-05-05,88,0,0,0,0
Alpine County,CA,2021-05-12,88,0,0,0,0
Alpine County,CA,2021-05-19,88,0,0,0,0
Alpine County,CA,2021-05-26,88,0,0,0,0
Alpine County,CA,2021-06-02,88,0,0,0,0
Alpine County,CA,2021-06-09,88,0,0,0,0
Alpine County,CA,2021-06-16,88,0,0,0,0
Alpine County,CA,2021-06-23,88,0,0,0,0
Alpine County,CA,2021-06-30,89,1,0,0,0
Alpine County,CA,2021-07-07,89,0,0,0,0
Alpine County,CA,2021-07-14,89,0,0,0,0
Alpine County,CA,2021-07-21,89,0,0,0,0
Alpine County,CA,2021-07-28,89,0,0,0,0
Alpine County,CA,2021-08-04,91,2,0,0,0
Alpine County,CA,2021-08-11,91,0,0,0,0
Alpine County,CA,2021-08-18,91,0,0,0,0
Alpine County,CA,2021-08-25,92,1,0,0,0
Alpine County,CA,2021-09-01,92,0,0,0,0
Alpine County,CA,2021-09-08,94,2,0,0,0
Alpine County,CA,2021-09-15,98,4,0,0,0
Alpine County,CA,2021-09-22,100,2,0,0,0
Alpine County,CA,2021-09-29,101,1,0,0,0
Alpine County,CA,2021-10-06,102,1,0,0,0
Alpine County,CA,2021-10-13,102,0,0,0,0
Alpine County,CA,2021-10-20,103,1,0,0,0
Alpine County,CA,2021-10-27,105,2,0,0,0
Alpine County,CA,2021-11-03,105,0,0,0,0
Alpine County,CA,2021-11-10,105,0,0,0,0
Alpine County,CA,2021-11-17,105,0,0,0,0
Alpine County,CA,2021-11-24,106,1,0,0,0
Alpine County,CA,2021-12-01,108,2,0,0,0
Alpine County,CA,2021-12-08,108,0,0,0,0
Alpine County,CA,2021-12-15,109,1,0,0,0
Alpine County,CA,2021-12-22,112,3,0,0,0
Alpine County,CA,2021-12-29,113,1,0,0,0
Butte County,CA,2021-01-06,9120,1010,0,0,0
Butte County,CA,2021-01-13,10150,1030,5960,2.7,5960
Butte County,CA,2021-01-20,10921,771,8295,3.8,2335
Butte County,CA,2021-01-27,11412,491,13595,6.2,5300
Butte County,CA,2021-02-03,11839,427,21848,10,8253
Butte County,CA,2021-02-10,12141,302,29410,13.4,7562
Butte County,CA,2021-02-17,12348,207,32881,15,3471
Butte County,CA,2021-02-24,12510,162,36284,16.6,3403
Butte County,CA,2021-03-03,12648,138,39107,17.8,2823
Butte County,CA,2021-03-10,12741,93,41496,18.9,2389
Butte County,CA,2021-03-17,12818,77,47539,21.7,6043
Butte County,CA,2021-03-24,12909,91,55430,25.3,7891
Butte County,CA,2021-03-31,12989,80,62156,28.4,6726
Butte County,CA,2021-04-07,13104,115,67655,30.9,5499
Butte County,CA,2021-04-14,13220,116,71683,32.7,4028
Butte County,CA,2021-04-21,13366,146,76247,34.8,4564
Butte County,CA,2021-04-28,13510,144,79403,36.2,3156
Butte County,CA,2021-05-05,13683,173,81710,37.3,2307
Butte County,CA,2021-05-12,13830,147,83833,38.2,2123
Butte County,CA,2021-05-19,13994,164,85675,39.1,1842
Butte County,CA,2021-05-26,14137,143,87887,40.1,2212
Butte County,CA,2021-06-02,14277,140,89503,40.8,1616
Butte County,CA,2021-06-09,14399,122,90840,41.4,1337
Butte County,CA,2021-06-16,14493,94,92162,42,1322
Butte County,CA,2021-06-23,14549,56,93341,42.6,1179
Butte County,CA,2021-06-30,14566,17,94834,43.3,1493
Butte County,CA,2021-07-07,14663,97,96110,43.8,1276
Butte County,CA,2021-07-14,14745,82,97239,44.4,1129
Butte County,CA,2021-07-21,14888,143,98439,44.9,1200
Butte County,CA,2021-07-28,15151,263,99884,45.6,1445
Butte County,CA,2021-08-04,15593,442,101390,46.3,1506
Butte County,CA,2021-08-11,16104,511,103158,47.1,1768
Butte County,CA,2021-08-18,16762,658,104825,47.8,1667
Butte County,CA,2021-08-25,17573,811,106179,48.4,1354
Butte County,CA,2021-09-01,18732,1159,108410,49.5,2231
Butte County,CA,2021-09-08,19757,1025,109579,50,1169
Butte County,CA,2021-09-15,20742,985,110879,50.6,1300
Butte County,CA,2021-09-22,21580,838,112189,51.2,1310
Butte County,CA,2021-09-29,22243,663,113211,51.7,1022
Butte County,CA,2021-10-06,22686,443,114299,52.1,1088
Butte County,CA,2021-10-13,23109,423,115103,52.5,804
Butte County,CA,2021-10-20,23629,520,115908,52.9,805
Butte County,CA,2021-10-27,24111,482,116755,53.3,847
Butte County,CA,2021-11-03,24538,427,117578,53.6,823
Butte County,CA,2021-11-10,24868,330,118336,54,758
Butte County,CA,2021-11-17,25086,218,119826,54.7,1490
Butte County,CA,2021-11-24,25299,213,120913,55.2,1087
Butte County,CA,2021-12-01,25505,206,121626,55.5,713
Butte County,CA,2021-12-08,25736,231,122462,55.9,836
Butte County,CA,2021-12-15,25898,162,123350,56.3,888
Butte County,CA,2021-12-22,26070,172,124156,56.6,806
Butte County,CA,2021-12-29,26424,354,124988,57,832
Colusa County,CA,2021-01-06,1501,141,0,0,0
Colusa County,CA,2021-01-13,1660,159,0,0,0
Colusa County,CA,2021-01-20,1793,133,0,0,0
Colusa County,CA,2021-01-27,1922,129,0,0,0
Colusa County,CA,2021-02-03,1996,74,0,0,0
Colusa County,CA,2021-02-10,2054,58,1214,5.6,1214
Colusa County,CA,2021-02-17,2110,56,1855,8.6,641
Colusa County,CA,2021-02-24,2128,18,2295,10.7,440
Colusa County,CA,2021-03-03,2140,12,2700,12.5,405
Colusa County,CA,2021-03-10,2154,14,3017,14,317
Colusa County,CA,2021-03-17,2156,2,3639,16.9,622
Colusa County,CA,2021-03-24,2159,3,4493,20.9,854
Colusa County,CA,2021-03-31,2166,7,4964,23,471
Colusa County,CA,2021-04-07,2172,6,5782,26.8,818
Colusa County,CA,2021-04-14,2189,17,6316,29.3,534
Colusa County,CA,2021-04-21,2204,15,6933,32.2,617
Colusa County,CA,2021-04-28,2220,16,7594,35.2,661
Colusa County,CA,2021-05-05,2232,12,7990,37.1,396
Colusa County,CA,2021-05-12,2238,6,8371,38.8,381
Colusa County,CA,2021-05-19,2250,12,8700,40.4,329
Colusa County,CA,2021-05-26,2263,13,9012,41.8,312
Colusa County,CA,2021-06-02,2272,9,9245,42.9,233
Colusa County,CA,2021-06-09,2279,7,9430,43.8,185
Colusa County,CA,2021-06-16,2287,8,9568,44.4,138
Colusa County,CA,2021-06-23,2290,3,9731,45.2,163
Colusa County,CA,2021-06-30,2290,0,9900,45.9,169
Colusa County,CA,2021-07-07,2298,8,10113,46.9,213
Colusa County,CA,2021-07-14,2307,9,10266,47.6,153
Colusa County,CA,2021-07-21,2328,21,10409,48.3,143
Colusa County,CA,2021-07-28,2353,25,10596,49.2,187
Colusa County,CA,2021-08-04,2388,35,10768,50,172
Colusa County,CA,2021-08-11,2499,111,10996,51,228
Colusa County,CA,2021-08-18,2602,103,11258,52.2,262
Colusa County,CA,2021-08-25,2695,93,11443,53.1,185
Colusa County,CA,2021-09-01,2780,85,11806,54.8,363
Colusa County,CA,2021-09-08,2823,43,11947,55.4,141
Colusa County,CA,2021-09-15,2878,55,12096,56.1,149
Colusa County,CA,2021-09-22,2932,54,12247,56.8,151
Colusa County,CA,2021-09-29,2964,32,12372,57.4,125
Colusa County,CA,2021-10-06,2988,24,12494,58,122
Colusa County,CA,2021-10-13,3025,37,12595,58.5,101
Colusa County,CA,2021-10-20,3067,42,12690,58.9,95
Colusa County,CA,2021-10-27,3115,48,12780,59.3,90
Colusa County,CA,2021-11-03,3146,31,12886,59.8,106
Colusa County,CA,2021-11-10,3173,27,13006,60.4,120
Colusa County,CA,2021-11-17,3204,31,13145,61,139
Colusa County,CA,2021-11-24,3238,34,13278,61.6,133
Colusa County,CA,2021-12-01,3273,35,13365,62,87
Colusa County,CA,2021-12-08,3310,37,13500,62.7,135
Colusa County,CA,2021-12-15,3325,15,13708,63.6,208
Colusa County,CA,2021-12-22,3348,23,13845,64.3,137
Colusa County,CA,2021-12-29,3384,36,13942,64.7,97
Glenn County,CA,2021-01-06,1931,202,0,0,0
Glenn County,CA,2021-01-13,2156,225,0,0,0
Glenn County,CA,2021-01-20,2357,201,0,0,0
Glenn County,CA,2021-01-27,2467,110,1311,4.6,1311
Glenn County,CA,2021-02-03,2549,82,1900,6.7,589
Glenn County,CA,2021-02-10,2633,84,2409,8.5,509
Glenn County,CA,2021-02-17,2675,42,3016,10.6,607
Glenn County,CA,2021-02-24,2707,32,3502,12.3,486
Glenn County,CA,2021-03-03,2735,28,3900,13.7,398
Glenn County,CA,2021-03-10,2756,21,4372,15.4,472
Glenn County,CA,2021-03-17,2784,28,5042,17.8,670
Glenn County,CA,2021-03-24,2819,35,5870,20.7,828
Glenn County,CA,2021-03-31,2843,24,6991,24.6,1121
Glenn County,CA,2021-04-07,2874,31,7579,26.7,588
Glenn County,CA,2021-04-14,2892,18,8105,28.5,526
Glenn County,CA,2021-04-21,2901,9,8869,31.2,764
Glenn County,CA,2021-04-28,2912,11,9369,33,500
Glenn County,CA,2021-05-05,2927,15,9656,34,287
Glenn County,CA,2021-05-12,2948,21,9933,35,277
Glenn County,CA,2021-05-19,2966,18,10156,35.8,223
Glenn County,CA,2021-05-26,2978,12,10566,37.2,410
Glenn County,CA,2021-06-02,2990,12,10771,37.9,205
Glenn County,CA,2021-06-09,2992,2,10965,38.6,194
Glenn County,CA,2021-06-16,2997,5,11156,39.3,191
Glenn County,CA,2021-06-23,3007,10,11377,40.1,221
Glenn County,CA,2021-06-30,3015,8,11567,40.7,190
Glenn County,CA,2021-07-07,3019,4,11982,42.2,415
Glenn County,CA,2021-07-14,3030,11,12221,43,239
Glenn County,CA,2021-07-21,3037,7,12415,43.7,194
Glenn County,CA,2021-07-28,3051,14,12666,44.6,251
Glenn County,CA,2021-08-04,3088,37,12883,45.4,217
Glenn County,CA,2021-08-11,3168,80,13141,46.3,258
Glenn County,CA,2021-08-18,3282,114,13387,47.1,246
Glenn County,CA,2021-08-25,3445,163,13594,47.9,207
Glenn County,CA,2021-09-01,3611,166,13963,49.2,369
Glenn County,CA,2021-09-08,3773,162,14202,50,239
Glenn County,CA,2021-09-15,3925,152,14408,50.7,206
Glenn County,CA,2021-09-22,4037,112,14623,51.5,215
Glenn County,CA,2021-09-29,4124,87,14778,52,155
Glenn County,CA,2021-10-06,4208,84,14936,52.6,158
Glenn County,CA,2021-10-13,4274,66,15086,53.1,150
Glenn County,CA,2021-10-20,4349,75,15204,53.5,118
Glenn County,CA,2021-10-27,4414,65,15355,54.1,151
Glenn County,CA,2021-11-03,4462,48,15472,54.5,117
Glenn County,CA,2021-11-10,4501,39,15582,54.9,110
Glenn County,CA,2021-11-17,4533,32,15821,55.7,239
Glenn County,CA,2021-11-24,4546,13,16049,56.5,228
Glenn County,CA,2021-12-01,4573,27,16139,56.8,90
Glenn County,CA,2021-12-08,4605,32,16311,57.4,172
Glenn County,CA,2021-12-15,4622,17,16476,58,165
Glenn County,CA,2021-12-22,4635,13,16689,58.8,213
Glenn County,CA,2021-12-29,4686,51,16820,59.2,131
Imperial County,CA,2021-01-06,25002,1462,0,0,0
Imperial County,CA,2021-01-13,26659,1657,0,0,0
Imperial County,CA,2021-01-20,27618,959,3190,1.8,3190
Imperial County,CA,2021-01-27,28222,604,5941,3.3,2751
Imperial County,CA,2021-02-03,28777,555,7689,4.2,1748
Imperial County,CA,2021-02-10,29007,230,11838,6.5,4149
Imperial County,CA,2021-02-17,29212,205,14691,8.1,2853
Imperial County,CA,2021-02-24,29343,131,17978,9.9,3287
Imperial County,CA,2021-03-03,29483,140,21883,12.1,3905
Imperial County,CA,2021-03-10,29631,148,24702,13.6,2819
Imperial County,CA,2021-03-17,29749,118,29092,16.1,4390
Imperial County,CA,2021-03-24,29954,205,37627,20.8,8535
Imperial County,CA,2021-03-31,30117,163,44732,24.7,7105
Imperial County,CA,2021-04-07,30332,215,50400,27.8,5668
Imperial County,CA,2021-04-14,30586,254,56764,31.3,6364
Imperial County,CA,2021-04-21,30743,157,65753,36.3,8989
Imperial County,CA,2021-04-28,30884,141,71608,39.5,5855
Imperial County,CA,2021-05-05,31035,151,75650,41.7,4042
Imperial County,CA,2021-05-12,31196,161,79817,44,4167
Imperial County,CA,2021-05-19,31335,139,83232,45.9,3415
Imperial County,CA,2021-05-26,31388,53,95457,52.7,12225
Imperial County,CA,2021-06-02,31457,69,98635,54.4,3178
Imperial County,CA,2021-06-09,31457,0,102158,56.4,3523
Imperial County,CA,2021-06-16,31457,0,105959,58.5,3801
Imperial County,CA,2021-06-23,31457,0,108988,60.1,3029
Imperial County,CA,2021-06-30,31457,0,113584,62.7,4596
Imperial County,CA,2021-07-07,31507,50,119457,65.9,5873
Imperial County,CA,2021-07-14,31611,104,122126,67.4,2669
Imperial County,CA,2021-07-21,31754,143,124358,68.6,2232
Imperial County,CA,2021-07-28,31872,118,126507,69.8,2149
Imperial County,CA,2021-08-04,32175,303,128387,70.8,1880
Imperial County,CA,2021-08-11,32396,221,131762,72.7,3375
Imperial County,CA,2021-08-18,32678,282,134440,74.2,2678
Imperial County,CA,2021-08-25,32977,299,136776,75.5,2336
Imperial County,CA,2021-09-01,33322,345,139340,76.9,2564
Imperial County,CA,2021-09-08,33591,269,140827,77.7,1487
Imperial County,CA,2021-09-15,33891,300,142910,78.9,2083
Imperial County,CA,2021-09-22,34253,362,144999,80,2089
Imperial County,CA,2021-09-29,34630,377,146796,81,1797
Imperial County,CA,2021-10-06,35037,407,150137,82.9,3341
Imperial County,CA,2021-10-13,35437,400,151471,83.6,1334
Imperial County,CA,2021-10-20,35826,389,152733,84.3,1262
Imperial County,CA,2021-10-27,36244,418,154047,85,1314
Imperial County,CA,2021-11-03,36648,404,155356,85.7,1309
Imperial County,CA,2021-11-10,37107,459,157382,86.8,2026
Imperial County,CA,2021-11-17,37647,540,160862,88.8,3480
Imperial County,CA,2021-11-24,38170,523,164889,91,4027
Imperial County,CA,2021-12-01,38669,499,168205,92.8,3316
Imperial County,CA,2021-12-08,39340,671,173461,95.7,5256
Imperial County,CA,2021-12-15,40046,706,177789,95,4328
Imperial County,CA,2021-12-22,40803,757,182824,95,5035
Imperial County,CA,2021-12-29,41781,978,187499,95,4675
Los Angeles County,CA,2021-01-06,851872,97271,120815,1.2,42137
Los Angeles County,CA,2021-01-13,958295,106423,187615,1.9,66800
Los Angeles County,CA,2021-01-20,1044819,86524,310187,3.1,122572
Los Angeles County,CA,2021-01-27,1096707,51888,545478,5.4,235291
Los Angeles County,CA,2021-02-03,1135064,38357,770497,7.7,225019
Los Angeles County,CA,2021-02-10,1161139,26075,984053,9.8,213556
Los Angeles County,CA,2021-02-17,1177210,16071,1151243,11.5,167190
Los Angeles County,CA,2021-02-24,1188291,11081,1293284,12.9,142041
Los Angeles County,CA,2021-03-03,1196501,8210,1485078,14.8,191794
